position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Fernando Henrique Cardoso,Q230578,1995-01-01,2003-01-01,male,1931-06-18,,Fernando Henrique Cardoso (1999).jpg,Fernando Henrique Cardoso
President,Luiz Inácio Lula da Silva,Q37181,2003-01-01,2011-01-01,male,1945-10-27,,Luiz Inácio Lula da Silva.jpg,Luiz Inácio Lula da Silva
President,Dilma Rousseff,Q40722,2011-01-01,2016-08-31,female,1947-12-14,,Dilma Rousseff - foto oficial 2011-01-09 2 (cropped).jpg,Dilma Rousseff
President,Michel Temer,Q463533,2016-08-31,2019-01-01,male,1940-09-23,,Presidente Michel Temer (foto oficial) - cortada.jpg,Michel Temer
President,Jair Bolsonaro,Q10304982,2019-01-01,,male,1955-03-21,,Jair Bolsonaro em 24 de abril de 2019 (1) (cropped).jpg,Jair Bolsonaro
Vice President,Marco Maciel,Q2421842,1995-01-01,2002-12-31,male,1940-07-21,2021-06-12,Marco Maciel.jpg,Marco Maciel
Vice President,Michel Temer,Q463533,2011-01-01,2016-08-31,male,1940-09-23,,Presidente Michel Temer (foto oficial) - cortada.jpg,Michel Temer
Vice President,Hamilton Mourão,Q52871852,2019-01-01,,male,1953-08-15,,2019 Palestra no Graciosa Country Club - 48147396701 (cropped).jpg,Hamilton Mourão
Minister of Agrarian Development,Raul Jungmann,Q10357609,1999-11-26,2002-04-04,male,1952-04-03,,Raul Jungmann posse Min Seg Pública.jpg,Raul Jungmann
Minister of Agriculture,Tereza Cristina Corrêa da Costa Dias,Q10380562,2019-01-01,2022-03-31,female,1954-07-06,,Tereza Cristina em 18 de julho de 2019.jpg,Tereza Cristina
Minister of Agriculture,Marcos Montes Cordeiro,Q10325465,2022-03-31,,male,1949-08-03,,Marcos Montes cropped.png,
Minister of Citizenship,Osmar Terra,Q10342262,2019-01-01,2020-02-13,male,1950-02-18,,Osmar Terra em 19 de julho de 2019 (recorte).jpg,Osmar Terra
Minister of Citizenship,Onyx Lorenzoni,Q10341050,2020-02-18,2021-02-12,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Minister of Citizenship,João Roma,Q59204311,2021-02-12,2022-03-31,male,1972-11-17,,João Roma.png,João Roma
Minister of Citizenship,Ronaldo Bento,Q111446919,2022-03-31,,male,1977,,,
Minister of Communications,Fabio Faria,Q10279146,2020-06-17,,male,1977-09-01,,Fábio Faria em abril de 2017.jpg,Fábio Faria (politician)
Minister of Culture,Francisco Weffort,Q10285211,1995,2002,male,1937-05-17,2021-08-02,Francisco Weffort.jpg,Francisco Weffort
Minister of Culture,Gilberto Gil,Q221479,2003-01-01,2008-07-30,male,1942-06-26,,25o Premio da Musica Brasileira (14209841473).jpg,Gilberto Gil
Minister of Culture,Roberto Alvim,Q64759190,2019-11-07,2020-01-17,male,1973,,Roberto Alvim (2020) (cropped).jpg,Roberto Alvim
Minister of Culture,Regina Duarte,Q1797428,2020-01-29,2020-05-20,female,1947-02-05,,Regina Duarte perfil.jpg,Regina Duarte
Minister of Culture,Mário Frias,Q6949721,2020-06-23,2022-03-31,male,1971-10-09,,Mário Frias em 2020.jpg,Mário Frias
Minister of Culture,Hélio Ferraz de Oliveira,Q111509496,2022-03-31,,male,,,,
Minister of Defence,Geraldo Magela da Cruz Quintão,Q5441710,2000-01-24,2003-01-01,male,1935-07-01,,Geraldo Magela Quintao 000628-D-2987S-026.jpg,Geraldo Magela
Minister of Defence,Jaques Wagner,Q6159407,2015-01-01,2015-10-02,male,1951-03-16,,JaquesWagner2010.jpg,Jaques Wagner
Minister of Defence,Raul Jungmann,Q10357609,2016-05-12,2018-02-27,male,1952-04-03,,Raul Jungmann posse Min Seg Pública.jpg,Raul Jungmann
Minister of Defence,Joaquim Silva e Luna,Q51882085,2018-02-26,2019-01-01,male,1949-12-29,,General Joaquim Silva e Luna.jpg,Joaquim Silva e Luna
Minister of Defence,Fernando Azevedo e Silva,Q58586921,2019-01-01,2021-03-29,male,1954-02-04,,Fernando Azevedo e Silva em abril de 2019 (1; recorte).jpg,Fernando Azevedo e Silva
Minister of Defence,Walter Souza Braga Netto,Q49323012,2021-03-30,2022-03-31,male,1957-03-11,,2020-10-17 Cerimônia de Entrega de Espadim aos Cadetes da Turma “Centenário da Missão Militar Francesa no Brasil” 073 (cropped).jpg,Walter Souza Braga Netto
Minister of Defence,Paulo Sérgio Nogueira de Oliveira,Q106307801,2022-03-31,,male,1958-09-28,,2021-03-31 Encontro com os novos comandantes das Forças Armadas - 51086752341 (cropped).jpg,Paulo Sérgio Nogueira de Oliveira
Minister of Economy,Paulo Roberto Nunes Guedes,Q56347746,2019-01-01,,male,1949-08-24,,Jair Bolsonaro e Paulo Guedes em solenidade (cropped).jpg,Paulo Guedes
Minister of the Environment,Sarney Filho,Q9074685,1999-01-01,2002-03-05,male,1957-06-14,,"Ministro do Meio Ambiente, Sarney Filho 2017.jpg",Sarney Filho
Minister of the Environment,José Carlos Carvalho,Q10309083,2002-03-05,2003-01-01,male,1952-09-05,,Jose Carlos Carvalho ex-ministro meio ambiente.jpg,
Minister of the Environment,Carlos Minc,Q2464253,2008-05-27,2010-03-31,male,1951-07-12,,Carlos Minc (19-05-2008).jpg,Carlos Minc
Minister of the Environment,Izabella Teixeira,Q194997,2010-04-01,2016-05-12,female,1961-10-09,,IzabellaTeixeira.JPG,Izabella Teixeira
Minister of the Environment,Sarney Filho,Q9074685,2016-05-12,2018-04-06,male,1957-06-14,,"Ministro do Meio Ambiente, Sarney Filho 2017.jpg",Sarney Filho
Minister of the Environment,Ricardo Salles,Q15123609,2019-01-01,2021-06-23,male,1975-06-08,,Ricardo Salles em 8 de agosto de 2019 (1).jpg,Ricardo Salles
Minister of the Environment,Joaquim Alvaro Pereira Leite,Q107348193,2021-06-23,,male,1975-06-08,,Joaquim Alvaro Pereira Leite.jpg,Joaquim Alvaro Pereira Leite
Minister of Education,Paulo Renato Souza,Q7155285,1995-01-01,2003-01-01,male,1945-09-10,2011-06-25,Paulo Renato crop.jpg,Paulo Renato Souza
Minister of Education,Cristovam Buarque,Q1789919,2003-01-01,2004-01-27,male,1944-02-20,,Cristovam Buarque.jpg,Cristovam Buarque
Minister of Education,Tarso Genro,Q3515818,2004-01-27,2005-07-29,male,1947-06-03,,Tarso Genro em 22 de junho de 2011.jpg,Tarso Genro
Minister of Education,Fernando Haddad,Q3069485,2005-07-29,2011-01-01,male,1963-01-25,,Fernando Haddad Prefeito 2016.jpg,Fernando Haddad
Minister of Education,Fernando Haddad,Q3069485,2011-01-01,2012-01-23,male,1963-01-25,,Fernando Haddad Prefeito 2016.jpg,Fernando Haddad
Minister of Education,Aloízio Mercadante,Q3820720,2012-01-24,2014-02-02,male,1954-05-13,,Aloizio Mercadante em setembro de 2010.jpg,Aloízio Mercadante
Minister of Education,José Henrique Paim,Q16337689,2014-02-03,2015-01-01,male,1966-06-02,,Josehenriquepaim.jpg,
Minister of Education,Luiz Cláudio Costa,Q10320688,2015-03-18,2015-04-06,male,1958,,Plenário do Senado (29221200996).jpg,
Minister of Education,Renato Janine Ribeiro,Q7312649,2015-04-06,2015-10-01,male,1949-12-09,,Renato Janine Ribeiro em 2015.jpg,Renato Janine Ribeiro
Minister of Education,Aloízio Mercadante,Q3820720,2015-10-02,2016-05-12,male,1954-05-13,,Aloizio Mercadante em setembro de 2010.jpg,Aloízio Mercadante
Minister of Education,Mendonça Filho,Q9031519,2016-05-12,2018-04-06,male,1966-07-12,,Mendonça Filho Dem.jpg,Mendonça Filho
Minister of Education,Rossieli Soares,Q51882584,2018-04-06,2018-12-31,male,1978-10-09,,"CE - Comissão de Educação, Cultura e Esporte (30879738265).jpg",
Minister of Education,Ricardo Vélez Rodríguez,Q59123716,2019-01-01,2019-04-08,male,1943-11-15,,Ricardo Vélez Rodríguez em fevereiro de 2019.jpg,Ricardo Vélez Rodríguez
Minister of Education,Abraham Weintraub,Q63039824,2019-04-09,2020-06-20,male,1972,,Abraham Weintraub em maio de 2019.jpg,Abraham Weintraub
Minister of Education,Milton Ribeiro,Q97161166,2020-07-16,2022-03-28,male,1958-03-14,,"2020-07-16 Solenidade de Posse do senhor Milton Ribeiro, Ministro de Estado da Educação (videoconferência) 03 (cropped).jpg",Milton Ribeiro
Minister of Education,Victor Godoy Veiga,Q111433242,2022-03-29,,,,,,
Minister of External Relations,Ernesto Araújo,Q58642905,2019-01-01,2021-03-29,male,1967-05-15,,Ernesto Araújo (46571408771) (cropped).jpg,Ernesto Araújo
Minister of External Relations,Carlos Alberto Franco França,Q106271551,2021-03-29,,male,1964-04-18,,Minister Carlos Alberto França.jpg,Carlos Alberto França
Minister of Finance,Antonio Palocci,Q603993,2003-01-01,2006-03-27,male,1960-10-04,,Antonio Palloci.jpg,Antonio Palocci
Minister of Finance,Guido Mantega,Q1359689,2006-03-27,2015-01-01,male,1949-04-07,,Guido mantega.jpg,Guido Mantega
Minister of Finance,Joaquim Levy,Q18563155,2015-01-01,2015-12-21,male,1961-02-17,,Joaquim Levy em 13 de junho de 2019 (recorte).jpg,Joaquim Levy
Minister of Finance,Nelson Barbosa,Q18563647,2015-12-21,2016-05-12,male,1969-11-17,,Nelson Barbosa 2014.jpg,Nelson Barbosa
Minister of Finance,Henrique Meirelles,Q3428247,2016-05-12,2018-04-06,male,1945-08-31,,Henrique Meirelles - World Economic Forum on Latin America 2011.jpg,Henrique Meirelles
Minister of Finance,Eduardo Guardia,Q56346652,2018-04-06,2019-01-01,male,1966-01-19,,Governador Rollemberg e chefes de Executivo de nove estados em reunião no ministério da Fazenda (30183090741).jpg,Eduardo Guardia
Minister of Health,José Serra,Q379563,1998-03-31,2002-02-20,male,1942-03-19,,Serradiscursando2010.jpg,José Serra
Minister of Health,Gilberto Occhi,Q16337518,2018-04-02,2019-01-01,male,1958-07-24,,CMMC - Comissão Mista Permanente sobre Mudanças Climáticas (17590127446).jpg,Gilberto Occhi
Minister of Health,Nelson Luiz Sperle Teich,Q90844310,2020-04-17,2020-05-15,male,1957-07-24,,"2020-04-27 Coletiva de imprensa com Ministro da Saúde, Nelson Teich - 49827870472 (cropped).jpg",Nelson Teich
Minister of Health,Eduardo Pazuello,Q94787924,2020-06-02,2020-09-16,male,1963,,Eduardo Pazuello.jpg,Eduardo Pazuello
Minister of Health,Eduardo Pazuello,Q94787924,2020-09-16,2021-03-23,male,1963,,Eduardo Pazuello.jpg,Eduardo Pazuello
Minister of Health,Marcelo Queiroga,Q105969706,2021-03-23,,male,1963-12-01,,CAS - Comissão de Assuntos Sociais (35941643904) (cropped).jpg,Marcelo Queiroga
Minister of Human Rights,Gilberto Vergne Saboia,Q100266256,2000,2001,male,1942-05-16,,,
"Minister of Industry, Foreign Trade and Services",Sérgio Silva do Amaral,Q10376236,2001,2003,male,1944-06-01,,Sérgio Amaral.jpg,Sérgio Amaral
Minister of Infrastructure,Tarcísio Gomes de Freitas,Q60392579,2019-01-01,2022-03-31,male,1975-08-19,,Tarcísio Gomes de Freitas em 10 de julho de 2019.jpg,Tarcísio Gomes de Freitas
Minister of Infrastructure,Marcelo Sampaio,Q111446664,2022-03-31,,,,,,
Minister of Justice,José Levi Mello do Amaral Júnior,Q28920415,2017-02-07,2017-03-07,male,1976-06-22,,2020-04-29 Solenidade de Posse do Ministro da Justiça e Segurança Pública e do Advogado-Geral da União 39.jpg,José Levi do Amaral
Minister of Justice,Sergio Moro,Q19607958,2019-01-01,2020-04-24,male,1972-08-01,,"Sérgio Moro in June 19, 2019 (cropped).jpg",Sergio Moro
Minister of Justice,Anderson Torres,Q106290142,2020-03-30,,male,1976,,Anderson Torres.jpg,Anderson Torres
Minister of Justice,André Mendonça,Q60396070,2020-04-29,2021-03-29,male,1972-12,,André Luiz de Almeida Mendonça (cropped).jpg,André Mendonça
Minister of Labour,Francisco Dornelles,Q8962336,1999-01-01,2002-04-08,male,1935-01-07,,Dornelles01022207.jpg,Francisco Dornelles
Minister of Labour,Jaques Wagner,Q6159407,2003-01-01,2004-01-23,male,1951-03-16,,JaquesWagner2010.jpg,Jaques Wagner
Minister of Labour,Ronaldo Nogueira,Q20046149,2016-05-12,2017-12-27,male,1966-04-25,,Reuniões Conjuntas (28107660253).jpg,Ronaldo Nogueira
Minister of Labour,Helton Yomura,Q56350465,2018-01,2018-07-05,male,1984-11-17,,Cerimônia de posse de novos ministros no Palácio do Planalto.jpg,
Minister of Labour,Onyx Lorenzoni,Q10341050,2021-07-26,2022-03-31,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Minister of Labour,José Carlos Oliveira,Q111446648,2022-03-31,,,,,,
Minister of Mines and Energy,Marco Antônio Martins Almeida,Q21694280,2016-04-22,2016-05-12,male,1961,,Plenário do Senado (19307422041).jpg,
Minister of Mines and Energy,Bento Albuquerque,Q59308525,2019-01-01,,male,1958-08-03,,Bento Albuquerque em 26 de março de 2019 (1; cropped).jpg,Bento Costa Lima
Minister for National Integration,Mary Dayse Kinzo,Q100275893,2002-04-05,2002-06-06,female,,,,
Minister for National Integration,Carlos Antônio Vieira Fernandes,Q100466653,2016-03-02,2016-04-16,male,1961,,,
Minister for National Integration,Helder Barbalho,Q3784499,2016-05-12,2018-04-06,male,1979-05-18,,Helder Barbalho em abril de 2019.jpg,Helder Barbalho
Minister of Regional Development,Gustavo Canuto,Q60395001,2019-01-01,2020-02-06,male,1949,,Gustavo Canuto (cropped).jpg,Gustavo Canuto
Minister of Regional Development,Rogério Marinho,Q10364098,2020-02-11,2022-03-31,male,1963-11-26,,Entrevistas Diversas (33317612900).jpg,Rogério Simonetti Marinho
Minister of Regional Development,Daniel de Oliveira,Q111446676,2022-03-31,,male,,,,
Minister of National Security,Raul Jungmann,Q10357609,2018-02-27,2019-01-01,male,1952-04-03,,Raul Jungmann posse Min Seg Pública.jpg,Raul Jungmann
"Minister of Science, Technology, Innovations and Communications",Ronaldo Sardenberg,Q7365442,1999,2002,male,1940-10-08,,RonaldoSardenberg200802ElzaFiuzaAgenciaBrasil.jpg,Ronaldo Mota Sardenberg
"Minister of Science, Technology, Innovations and Communications",Marcos Pontes,Q317643,2019-01-01,2022-03-31,male,1963-03-11,,Marcos Pontes.jpg,Marcos Pontes
"Minister of Science, Technology, Innovations and Communications",Paulo Alvim,Q111444580,2022-03-31,,male,,,Ministro Paulo Alvim.jpg,
Minister of Sports,Rafael Greca,Q10357041,1999-01-01,2000-05-05,male,1956-03-17,,Rafael Greca prefeito 2017.png,Rafael Greca
Minister of Sports,Carlos Melles,Q9697222,2000-05-09,2002-03-08,male,1947-03-11,,Carlos melles.jpg,
Minister of Sports,Caio Cibella de Carvalho,Q16939614,2002-03-08,2003-01-01,male,1951,,,
Minister of Sports,Agnelo Queiroz,Q13564542,2003-01-01,2006-03-31,male,1958-11-09,,AgneloQueiroz2010.jpg,Agnelo Queiroz
Minister of Sports,Orlando Silva de Jesus Júnior,Q652944,2006-04-03,2007-01-01,male,1971-05-27,,Orlandosilva19122006.jpg,
Minister of Sports,Orlando Silva de Jesus Júnior,Q652944,2007-01-01,2011-01-01,male,1971-05-27,,Orlandosilva19122006.jpg,
Minister of Sports,Orlando Silva de Jesus Júnior,Q652944,2011-01-01,2011-10-27,male,1971-05-27,,Orlandosilva19122006.jpg,
Minister of Sports,Aldo Rebelo,Q518766,2011-10-27,2015-01-01,male,1956-02-23,,Aldo Rebelo (16654292721) (cropped).jpg,Aldo Rebelo
Minister of Sports,George Hilton,Q18707957,2015-01-01,2016-03-30,male,1971-06-11,,George Hilton Homenagem Min Esporte.jpg,George Hilton (politician)
Minister of Sports,Ricardo Leyser,Q23899763,2016-03-31,2016-05-12,male,1972,,RicardoLeyser.jpg,
Minister of Sports,Leonardo Picciani,Q10317356,2016-05-12,2018-04-10,male,1979-11-06,,Leonardo Picciani.jpg,Leonardo Picciani
Minister of Sports,Leandro Cruz Fróes da Silva,Q61000437,2018-04-10,2018-12-31,male,1969-11-05,,Ministro Fróes.jpg,
Minister of Tourism,Marcelo Álvaro Antônio,Q48868228,2019-01-01,2020-12-09,male,1974-02-16,,Marcelo Álvaro Antônio (cropped).jpg,Marcelo Álvaro Antônio
Minister of Tourism,Gilson Machado Neto,Q104605629,2020-12-09,2022-03-31,male,1968-05-12,,Gilson Machado Neto (cropped).jpg,Gilson Machado Neto
Minister of Tourism,Carlos Brito,Q106621007,2022-03-31,,male,,,,
Minister of Transparency and Control,Waldir Pires,Q2420629,2003-01-01,2006-03-31,male,1926-10-21,2018-06-22,Waldir Pires1.jpg,Waldir Pires
Minister of Transparency and Control,Wagner Rosário,Q30936068,2017-05-31,,male,1975,,Wagner Rosário em 30 de julho de 2019 (recorte).jpg,Wagner de Campos Rosário
"Minister of Women, Family and Human Rights",Damares Alves,Q59577903,2019-01-01,2022-03-31,female,1964-03-11,,Damares Alves em fevereiro de 2019 (2).jpg,Damares Alves
"Minister of Women, Family and Human Rights",Cristiane Rodrigues Britto,Q111446662,2022-03-31,,,,,,
Minister of the Court of Accounts of the Union,Aroldo Cedraz,Q9630051,2007-01-03,,male,1951-02-26,,Aroldo Cedraz3.jpg,
Minister of the Superior Court of Justice,William Andrade Patterson,Q56349350,1989-04-07,2000-12-14,male,1936-09-28,,Ministro-william-andrade-patterson.jpg,
Minister of the Supreme Federal Court,Teori Zavascki,Q10380305,2012-11-29,2017-01-19,male,1948-08-15,2017-01-19,Teori Zavascki-edit.jpg,Teori Zavascki
Secretary-General of the Presidency,Jorge Oliveira,Q64760330,2019-06-21,2020-12-31,male,1974-11-15,,Jorge de Oliveira Francisco em 21 de junho de 2019 (4).jpg,Jorge Oliveira
Secretary-General of the Presidency,Onyx Lorenzoni,Q10341050,2021-02-12,2021-07-26,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Secretary-General of the Presidency,Luiz Eduardo Ramos,Q64682549,2021-07-26,,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Chief of Staff of the Presidency,Jaques Wagner,Q6159407,2015-10-02,2016-03-16,male,1951-03-16,,JaquesWagner2010.jpg,Jaques Wagner
Chief of Staff of the Presidency,Onyx Lorenzoni,Q10341050,2019-01-01,2020-02-18,male,1954-10-03,,Onyx Lorenzoni em 2019.jpg,Onyx Lorenzoni
Chief of Staff of the Presidency,Walter Souza Braga Netto,Q49323012,2020-02-18,2021-03-29,male,1957-03-11,,2020-10-17 Cerimônia de Entrega de Espadim aos Cadetes da Turma “Centenário da Missão Militar Francesa no Brasil” 073 (cropped).jpg,Walter Souza Braga Netto
Chief of Staff of the Presidency,Luiz Eduardo Ramos,Q64682549,2021-03-29,2021-07-26,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Chief of Staff of the Presidency,Ciro Nogueira Lima Filho,Q15985219,2021-07-26,,male,1968-11-21,,Ciro Nogueira Filho 2013.jpg,Ciro Nogueira Lima Filho
Secretary of Government,Carlos Alberto dos Santos Cruz,Q13416899,2019-01-01,2019-06-13,male,1952-06-01,,Santos Cruz em 8 de maio de 2019 (1; cropped).jpg,Carlos Alberto dos Santos Cruz
Secretary of Government,Luiz Eduardo Ramos,Q64682549,2019-06-13,2021-03-29,male,1956-06-12,,Luiz Eduardo Ramos em 4 de julho de 2019 (1; recorte).jpg,Luiz Eduardo Ramos
Secretary of Government,Flávia Arruda,Q60961728,2021-03-29,2022-03-31,female,1980-01-21,,Flavia Arruda 2019.jpg,Flávia Arruda
Secretary of Government,Célio Faria Júnior,Q111446916,2021-03-31,,male,,,Célio Faria.jpg,
Secretary of Institutional Security,Augusto Heleno,Q9637698,2019-01-01,,male,1947-10-29,,Augusto Heleno (cropped).jpg,Augusto Heleno
Secretary of Strategic Affairs of the Presidency,Eduardo Pazuello,Q94787924,2021-06-01,,male,1963,,Eduardo Pazuello.jpg,Eduardo Pazuello
Attorney General,Geraldo Magela da Cruz Quintão,Q5441710,1995-01,2000-01,male,1935-07-01,,Geraldo Magela Quintao 000628-D-2987S-026.jpg,Geraldo Magela
Attorney General,Gilmar Mendes,Q2362405,2000-01,2002-06,male,1955-12-30,,Gilmar Mendes (cropped).jpg,Gilmar Mendes
Attorney General,Dias Toffoli,Q10266077,2007-03,2009-10,male,1967-11-15,,Toffoli aniversario da constituição.jpg,Dias Toffoli
Attorney General,Luís Inácio Adams,Q3624445,2009-10-23,2016-03-03,male,1965-03-02,,Luis inacio adams.jpg,Luís Inácio Adams
Attorney General,José Eduardo Cardozo,Q10309291,2016-03,2016-05,male,1959-04-18,,Jose eduardo cardozo.jpg,José Eduardo Cardozo
Attorney General,Fábio Medina Osório,Q24076835,2016-05,2016-09,male,1967-07-31,,CEI2016 - Comissão Especial do Impeachment 2016 (26756330696).jpg,Fábio Medina Osório
